zone_id,id,object_template_id,x,y,x_offset,y_offset,override_script,flags
12,104,241,40,13,64,64,z12astpyl,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,105,241,40,13,64,64,z12astpyl,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
12,106,117,40,18,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,107,213,40,11,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,108,210,40,13,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,109,179,40,24,128,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,110,210,40,16,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,111,177,40,26,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,112,50,40,11,0,64,,"[12, 25, 0, 0, 0, 0, 0, 0, 0]"
12,113,25,40,3,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,114,60,40,2,0,0,,"[47, 0, 0, 0, 0, 0, 0, 0, 0]"
12,115,52,40,4,64,0,cntrldoor,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,116,62,40,5,0,192,,"[20, 0, 12, 24, 0, 0, 0, 0, 0]"
12,117,82,40,1,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,118,92,40,1,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,119,48,40,12,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,120,6,40,2,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,121,6,40,6,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,122,4,40,10,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,123,219,40,2,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,124,222,40,10,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,125,202,40,9,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,126,58,40,8,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,127,108,40,3,0,0,,"[30, 10, 23, 0, 0, 0, 0, 0, 0]"
12,128,108,40,3,0,0,,"[30, 10, 23, 0, 0, 0, 0, 0, 0]"
12,129,108,40,3,0,0,,"[30, 10, 23, 0, 0, 0, 0, 0, 0]"
12,130,108,40,19,0,0,,"[30, 10, 24, 0, 0, 0, 0, 0, 0]"
12,131,108,40,18,0,0,,"[30, 10, 24, 0, 0, 0, 0, 0, 0]"
12,132,108,40,17,0,0,,"[30, 10, 24, 0, 0, 0, 0, 0, 0]"
12,133,64,40,12,64,64,powrspiral,"[10, 10, 24, 40, 0, 0, 0, 0, 0]"
12,134,64,40,4,64,64,powrspiral,"[10, 10, 23, 40, 0, 1, 0, 0, 0]"
12,135,50,40,51,0,64,cntrldoor,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,136,62,40,50,0,0,doorlever,"[20, 0, 10, 29, 0, 0, 0, 0, 0]"
12,137,108,40,55,0,0,,"[30, 10, 25, 0, 0, 0, 0, 0, 0]"
12,138,108,40,56,0,0,,"[30, 10, 25, 0, 0, 0, 0, 0, 0]"
12,139,64,40,57,64,64,powrspiral,"[10, 10, 25, 40, 0, 1, 0, 0, 0]"
12,140,64,40,59,64,64,powrspiral,"[10, 10, 26, 40, 0, 1, 0, 0, 0]"
12,141,108,40,57,0,0,,"[30, 10, 26, 0, 0, 0, 0, 0, 0]"
12,142,108,40,57,0,0,,"[30, 10, 26, 0, 0, 0, 0, 0, 0]"
12,143,108,40,57,0,0,,"[30, 10, 26, 0, 0, 0, 0, 0, 0]"
12,144,109,40,32,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,145,109,40,33,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,146,109,40,26,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,147,109,40,27,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,148,109,40,27,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,149,109,40,27,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,150,109,40,9,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,151,109,40,17,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,152,3,40,57,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,153,223,40,60,0,0,,"[10, 0, 0, 0, 50, 0, 0, 0, 0]"
12,154,218,40,52,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,155,182,40,15,64,64,talkobj,"[230, 0, 0, 0, 0, 0, 0, 0, 0]"
12,156,182,40,27,64,64,talkobj,"[235, 0, 0, 0, 0, 0, 0, 0, 0]"
12,157,182,40,55,64,64,talkobj,"[240, 0, 0, 0, 0, 0, 0, 0, 0]"
12,158,217,40,51,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,159,181,40,2,64,64,z12zapper,"[20, 15, 0, 0, 0, 0, 0, 0, 0]"
12,160,181,40,17,64,64,z12zapper,"[21, 16, 0, 0, 0, 0, 0, 0, 0]"
12,161,181,40,40,64,64,z12zapper,"[22, 17, 0, 0, 0, 0, 0, 0, 0]"
12,162,181,40,51,64,64,z12zapper,"[23, 18, 0, 0, 0, 0, 0, 0, 0]"
12,163,9,40,38,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,164,8,40,37,192,0,talkobj,"[4, 0, 0, 0, 0, 0, 0, 0, 0]"
12,165,149,40,48,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,166,210,40,41,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,0,131,40,18,64,0,,"[7, 0, 12, 0, 0, 0, 0, 0, 0]"
13,1,131,40,17,64,192,,"[7, 0, 12, 0, 0, 0, 0, 0, 0]"
13,2,131,40,19,64,0,,"[7, 0, 12, 0, 0, 0, 0, 0, 0]"
13,3,129,40,21,0,192,,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
13,4,129,40,22,0,64,,"[0, 0, 0, 0, 2, 0, 0, 0, 0]"
13,5,131,40,25,64,64,,"[6, 0, 12, 0, 0, 0, 0, 0, 0]"
13,6,131,40,26,192,0,,"[6, 0, 12, 0, 0, 0, 0, 0, 0]"
13,7,131,40,18,0,192,,"[6, 0, 12, 0, 0, 0, 0, 0, 0]"
13,8,131,40,18,0,192,,"[6, 0, 12, 0, 0, 0, 0, 0, 0]"
13,9,131,40,19,192,128,,"[6, 0, 12, 0, 0, 0, 0, 0, 0]"
13,10,131,40,21,64,64,,"[6, 0, 12, 0, 0, 0, 0, 0, 0]"
13,11,129,40,21,0,64,,"[0, 0, 0, 7, 10, 0, 0, 0, 0]"
13,12,129,40,23,0,0,,"[0, 0, 0, 7, 10, 0, 0, 0, 0]"
13,13,131,40,32,0,192,,"[7, 0, 12, 0, 0, 0, 0, 0, 0]"
13,14,131,40,31,192,64,,"[7, 0, 12, 0, 0, 0, 0, 0, 0]"
13,15,131,40,30,64,0,,"[7, 0, 12, 0, 0, 0, 0, 0, 0]"
13,16,129,40,29,0,192,,"[0, 0, 0, 13, 15, 0, 0, 0, 0]"
13,17,129,40,27,0,64,,"[0, 0, 0, 13, 15, 0, 0, 0, 0]"
13,18,135,40,45,0,0,,"[9, 4, 0, 0, 0, 0, 0, 0, 0]"
13,19,135,40,46,0,0,,"[9, 4, 1, 0, 0, 0, 0, 0, 0]"
13,20,135,40,47,192,192,,"[9, 4, 2, 0, 0, 0, 0, 0, 0]"
13,21,129,40,47,0,0,,"[0, 0, 0, 18, 20, 0, 0, 0, 0]"
13,22,129,40,50,192,192,,"[0, 0, 0, 18, 20, 0, 0, 0, 0]"
13,23,133,40,27,0,0,,"[6, 2, 15, 0, 0, 0, 0, 0, 0]"
13,24,133,40,31,0,0,,"[6, 2, 15, 0, 0, 0, 0, 0, 0]"
13,25,133,40,30,0,0,,"[6, 3, 15, 0, 0, 0, 0, 0, 0]"
13,26,129,40,28,64,64,,"[0, 0, 0, 23, 25, 0, 0, 0, 0]"
13,27,129,40,30,192,192,,"[0, 0, 0, 23, 25, 0, 0, 0, 0]"
13,28,131,40,53,64,0,,"[7, 0, 18, 0, 0, 0, 0, 0, 0]"
13,29,131,40,50,192,0,,"[7, 1, 18, 0, 0, 0, 0, 0, 0]"
13,30,133,40,53,192,0,,"[7, 2, 12, 0, 0, 0, 0, 0, 0]"
13,31,133,40,51,192,64,,"[8, 3, 8, 0, 0, 0, 0, 0, 0]"
13,32,129,40,55,192,192,,"[0, 0, 0, 28, 31, 0, 0, 0, 0]"
13,33,129,40,54,0,0,,"[0, 0, 0, 28, 31, 0, 0, 0, 0]"
13,34,133,40,55,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,35,133,40,57,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,36,133,40,45,192,192,,"[9, 2, 10, 0, 0, 0, 0, 0, 0]"
13,37,133,40,41,192,0,,"[9, 3, 10, 0, 0, 0, 0, 0, 0]"
13,38,135,40,43,192,192,,"[9, 4, 3, 0, 0, 0, 0, 0, 0]"
13,39,135,40,42,0,192,,"[9, 4, 4, 0, 0, 0, 0, 0, 0]"
13,40,129,40,43,192,192,,"[0, 0, 0, 36, 39, 0, 0, 0, 0]"
13,41,129,40,39,192,192,,"[0, 0, 0, 36, 39, 0, 0, 0, 0]"
13,42,131,40,38,192,192,,"[8, 1, 20, 0, 0, 0, 0, 0, 0]"
13,43,131,40,41,0,0,,"[8, 1, 20, 0, 0, 0, 0, 0, 0]"
13,44,131,40,43,0,0,,"[8, 1, 20, 0, 0, 0, 0, 0, 0]"
13,45,131,40,34,192,192,,"[8, 1, 20, 0, 0, 0, 0, 0, 0]"
13,46,131,40,37,192,0,,"[8, 1, 20, 0, 0, 0, 0, 0, 0]"
13,47,131,40,39,0,0,,"[8, 1, 20, 0, 0, 0, 0, 0, 0]"
13,48,129,40,37,192,0,,"[0, 0, 0, 42, 47, 0, 0, 0, 0]"
13,49,129,40,39,192,192,,"[0, 0, 0, 42, 47, 0, 0, 0, 0]"
13,50,129,40,43,192,0,,"[0, 0, 0, 42, 47, 0, 0, 0, 0]"
13,51,129,40,38,0,192,,"[0, 0, 0, 42, 47, 0, 0, 0, 0]"
13,52,44,40,39,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,53,173,40,36,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,54,173,40,31,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,55,173,40,13,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,56,173,40,31,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,57,174,40,50,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,58,174,40,46,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,59,174,40,57,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,60,173,40,54,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,61,173,40,41,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,62,173,40,29,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,63,174,40,20,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,64,174,40,13,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,65,173,40,11,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,66,173,40,14,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,67,174,40,29,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,68,174,40,50,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,69,174,40,54,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,70,174,40,41,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,71,70,40,29,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,72,154,40,31,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,73,42,40,55,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,74,78,40,49,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,75,163,40,49,64,192,trapbox,"[9, 64, 13, 13, 0, 0, 0, 0, 0]"
13,76,173,40,39,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,77,174,40,45,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,78,240,40,17,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,79,170,40,24,64,64,,"[30, 0, 0, 80, 0, 0, 0, 0, 0]"
13,80,170,40,26,64,64,,"[30, 0, 0, 79, 0, 0, 0, 0, 0]"
13,81,63,40,27,64,64,,"[13, 14, 6, 0, 0, 0, 0, 0, 0]"
13,82,170,40,22,64,64,,"[30, 13, 14, 83, 0, 0, 0, 0, 0]"
13,83,170,40,19,64,64,,"[30, 13, 14, 82, 84, 0, 0, 0, 0]"
13,84,170,40,18,64,64,,"[30, 13, 14, 83, 85, 0, 0, 0, 0]"
13,85,170,40,17,64,64,,"[30, 13, 14, 84, 0, 0, 0, 0, 0]"
13,86,42,40,18,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,87,42,40,18,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,88,120,40,14,64,0,,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
13,89,122,40,14,64,128,,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
13,90,9,40,13,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,91,8,40,12,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,92,74,40,11,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,93,40,40,38,192,192,,"[13, 15, 0, 0, 0, 0, 0, 0, 0]"
13,94,40,40,3,0,192,,"[13, 16, 0, 0, 0, 0, 0, 0, 0]"
13,95,29,40,6,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,96,29,40,8,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,97,187,40,5,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,98,187,40,5,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,99,187,40,5,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,100,94,40,4,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,101,22,40,13,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,102,173,40,10,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,103,173,40,11,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,104,174,40,6,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,105,174,40,9,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,106,120,40,4,64,0,,"[10, 0, 13, 9, 0, 0, 0, 0, 0]"
13,107,122,40,4,64,128,,"[10, 0, 13, 9, 0, 0, 0, 0, 0]"
13,108,15,40,3,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,109,15,40,6,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,110,60,40,2,64,0,,"[42, 0, 0, 0, 0, 0, 0, 0, 0]"
13,111,74,40,1,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,112,74,40,1,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,113,59,40,11,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,0,42,40,29,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,1,42,40,29,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,2,42,40,29,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,3,8,40,22,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,4,41,40,8,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,5,41,40,45,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,6,155,40,41,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,7,41,40,13,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,8,78,40,11,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,9,74,40,11,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,10,9,40,19,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,11,7,40,20,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,12,41,40,61,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,13,105,40,31,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,14,105,40,31,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,15,105,40,30,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,16,104,40,10,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,17,104,40,11,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,18,104,40,11,192,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,19,193,40,17,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,20,194,40,18,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,21,194,40,27,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,22,194,40,30,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,23,194,40,33,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,24,194,40,38,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,25,96,40,17,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,26,96,40,17,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,27,96,40,11,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,28,96,40,11,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,29,173,40,13,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,30,173,40,14,0,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,31,174,40,26,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,32,174,40,21,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,33,173,40,17,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,34,173,40,37,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,35,174,40,37,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,36,174,40,39,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,37,173,40,41,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,38,173,40,34,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,39,173,40,57,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,40,174,40,53,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,41,120,40,57,64,0,,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
14,42,122,40,57,64,128,,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
14,43,153,40,56,64,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,44,26,40,58,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,45,70,40,59,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,46,78,40,59,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,47,1,40,54,64,192,lockbox,"[6, 0, 14, 10, 0, 0, 0, 0, 0]"
14,48,4,40,58,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,49,83,40,56,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,50,117,40,60,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,51,120,40,37,64,0,,"[4, 0, 14, 11, 0, 0, 0, 0, 0]"
14,52,122,40,37,64,128,,"[4, 0, 14, 11, 0, 0, 0, 0, 0]"
14,53,50,40,34,0,64,,"[14, 8, 0, 0, 0, 0, 0, 0, 0]"
14,54,50,40,40,0,64,,"[14, 9, 0, 0, 0, 0, 0, 0, 0]"
14,55,60,40,33,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,56,60,40,33,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,57,60,40,33,0,0,,"[64, 0, 0, 0, 0, 0, 0, 0, 0]"
14,58,118,40,41,128,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,59,36,40,41,0,64,,"[5, 0, 0, 0, 0, 0, 0, 0, 0]"
14,60,49,40,35,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,61,48,40,38,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,62,26,40,36,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,63,1,40,38,64,0,lockbox,"[13, 0, 14, 12, 0, 0, 0, 0, 0]"
14,64,1,40,36,64,192,lockbox,"[13, 0, 14, 12, 0, 0, 0, 0, 0]"
14,65,112,40,35,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,66,112,40,35,128,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,67,180,40,39,0,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,68,74,40,34,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,69,65,40,19,0,192,,"[10, 0, 0, 0, 0, 0, 0, 0, 0]"
14,70,65,40,39,192,0,,"[10, 0, 0, 0, 0, 0, 0, 0, 0]"
14,71,11,40,35,192,0,,"[11, 0, 0, 0, 0, 0, 0, 0, 0]"
14,72,11,40,33,0,0,,"[12, 0, 0, 0, 0, 0, 0, 0, 0]"
14,73,118,40,33,128,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,74,118,40,33,64,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,75,118,40,33,128,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,76,118,40,28,64,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,77,118,40,30,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,78,118,40,30,128,128,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,0,173,40,15,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,1,173,40,18,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,2,174,40,21,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,3,174,40,22,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,4,174,40,17,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,5,173,40,13,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,6,173,40,6,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,7,174,40,13,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,8,174,40,18,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,9,174,40,23,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,10,173,40,36,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,11,173,40,45,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,12,173,40,46,192,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,13,174,40,38,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,14,174,40,29,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,15,174,40,38,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,16,63,40,10,192,192,,"[15, 10, 8, 0, 0, 0, 0, 0, 0]"
15,17,63,40,16,192,192,,"[15, 9, 7, 0, 0, 0, 0, 0, 0]"
15,18,170,40,19,64,64,,"[30, 0, 0, 19, 0, 0, 0, 0, 0]"
15,19,170,40,16,64,64,,"[30, 0, 0, 18, 20, 0, 0, 0, 0]"
15,20,170,40,13,64,64,,"[30, 0, 0, 19, 0, 0, 0, 0, 0]"
15,21,170,40,6,64,64,,"[30, 15, 9, 22, 0, 0, 0, 0, 0]"
15,22,170,40,6,64,64,,"[30, 15, 9, 21, 23, 0, 0, 0, 0]"
15,23,170,40,9,64,64,,"[30, 15, 9, 22, 0, 0, 0, 0, 0]"
15,24,170,40,12,64,64,,"[30, 15, 10, 25, 0, 0, 0, 0, 0]"
15,25,170,40,17,64,64,,"[30, 15, 10, 24, 26, 0, 0, 0, 0]"
15,26,170,40,20,64,64,,"[30, 15, 10, 25, 0, 0, 0, 0, 0]"
15,27,40,40,5,64,64,,"[15, 11, 0, 0, 0, 0, 0, 0, 0]"
15,28,46,40,17,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,29,44,40,7,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,30,120,40,30,64,0,,"[18, 0, 15, 14, 0, 0, 0, 0, 0]"
15,31,122,40,30,64,128,,"[18, 0, 15, 14, 0, 0, 0, 0, 0]"
15,32,120,40,29,64,0,,"[8, 0, 15, 15, 0, 0, 0, 0, 0]"
15,33,122,40,29,64,128,,"[8, 0, 15, 15, 0, 0, 0, 0, 0]"
15,34,118,40,24,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,35,129,40,29,64,128,,"[0, 0, 0, 36, 38, 0, 0, 0, 0]"
15,36,131,40,25,64,192,,"[9, 0, 40, 0, 0, 0, 0, 0, 0]"
15,37,131,40,25,0,0,,"[9, 0, 40, 0, 0, 0, 0, 0, 0]"
15,38,131,40,24,0,192,,"[9, 0, 40, 0, 0, 0, 0, 0, 0]"
15,39,131,40,34,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,40,218,40,27,0,0,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,41,165,40,31,64,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,42,21,40,26,64,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,43,70,40,26,0,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,44,9,40,28,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,45,9,40,27,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,46,9,40,27,192,192,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,47,133,40,36,192,0,,"[11, 2, 8, 0, 0, 0, 0, 0, 0]"
15,48,133,40,40,0,0,,"[10, 3, 8, 0, 0, 0, 0, 0, 0]"
15,49,133,40,38,192,128,,"[11, 2, 8, 0, 0, 0, 0, 0, 0]"
15,50,129,40,40,192,192,,"[0, 0, 0, 47, 49, 0, 0, 0, 0]"
15,51,50,40,45,0,64,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
